id,neg,neu,pos,compound,polarity,subjectivity,flair_sentiment,Happy,Angry,Surprise,Sad,Fear
761,0.0,1.0,0.0,0.0,0.5,0.0,0.9991467297077179,0,0,0,0,0
734,0.361,0.573,0.066,-0.9989,0.5337962962962963,0.6125661375661375,0.0003211796283721924,0.12,0.03,0.2,0.27,0.38
656,0.016,0.883,0.101,0.9899,0.3317829457364342,0.7905038759689923,0.0003700554370880127,0.01,0.06,0.43,0.31,0.19
950,0.055,0.799,0.146,0.992,0.5678297397047397,0.3682595182595183,0.8983471691608429,0.05,0.11,0.36,0.31,0.16
403,0.081,0.757,0.161,0.9748,0.5377893518518518,0.24334490740740736,0.9964946508407593,0.21,0.08,0.17,0.12,0.42
946,0.132,0.708,0.16,0.8587,0.36954022988505747,0.6152298850574712,0.00016754865646362305,0.03,0.05,0.21,0.24,0.47
92,0.0,1.0,0.0,0.0,0.5,0.0,0.007672131061553955,0,0,0,0,0
74,0.167,0.822,0.011,-0.9791,0.47,0.3533333333333334,0.0016687214374542236,0.0,0.14,0.21,0.19,0.47
770,0.092,0.695,0.213,0.9854,0.64,0.4333333333333333,0.0014601945877075195,0.2,0.13,0.27,0.2,0.2
615,0.025,0.815,0.16,0.9935,0.5670588092463092,0.49157439782439777,0.8158854842185974,0.1,0.0,0.56,0.2,0.15
398,0.039,0.865,0.096,0.9655,0.43444444444444447,0.6061111111111112,0.0031014084815979004,0.07,0.11,0.25,0.21,0.36
603,0.163,0.669,0.169,-0.9034,0.377,0.7242222222222222,0.002560138702392578,0.04,0.08,0.09,0.61,0.17
89,0.024,0.884,0.092,0.9656,0.5234888888888889,0.43235555555555555,0.9973739683628082,0.07,0.05,0.19,0.14,0.56
285,0.094,0.735,0.171,0.9967,0.561950725365904,0.43436230931766634,0.9931817948818207,0.16,0.08,0.21,0.23,0.32
299,0.05,0.669,0.281,0.9975,0.7660714285714285,0.5821428571428571,0.9995950162410736,0.28,0.0,0.19,0.21,0.32
866,0.051,0.797,0.152,0.9897,0.4752723311546841,0.3334422657952072,0.9441531300544739,0.0,0.03,0.23,0.57,0.17
494,0.109,0.79,0.1,-0.9289,0.4725774225774225,0.4511800699300694,0.998899906873703,0.12,0.06,0.32,0.27,0.24
222,0.097,0.823,0.08,-0.7015,0.5615384615384615,0.37307692307692303,0.18527525663375854,0.03,0.21,0.31,0.28,0.18
117,0.091,0.883,0.026,-0.9413,0.43548850574712644,0.603448275862069,5.900859832763672e-06,0.0,0.12,0.31,0.31,0.27
672,0.129,0.664,0.207,0.9971,0.5374579124579124,0.4511083052749719,0.9575668573379517,0.35,0.08,0.28,0.18,0.11
39,0.169,0.669,0.162,-0.6227,0.6483231707317073,0.4375,0.013753324747085571,0.1,0.05,0.33,0.48,0.04
555,0.081,0.879,0.04,-0.8115,0.41464285714285715,0.5885714285714286,0.22133439779281616,0.04,0.04,0.04,0.62,0.25
612,0.034,0.815,0.151,0.9898,0.4742821067821068,0.391468253968254,0.20937544107437134,0.03,0.03,0.6,0.21,0.13
661,0.102,0.646,0.252,0.9954,0.6694444444444445,0.5407407407407405,0.9984287023544312,0.39,0.0,0.09,0.24,0.28
816,0.074,0.749,0.177,0.9946,0.61998556998557,0.6726551226551227,0.1052514910697937,0.11,0.06,0.2,0.53,0.1
325,0.049,0.822,0.128,0.9863,0.5554268292682927,0.4572357723577234,5.322694778442383e-05,0.03,0.03,0.18,0.41,0.35
462,0.032,0.669,0.299,0.9975,0.6128367003367003,0.6119528619528622,0.9994917213916779,0.56,0.06,0.08,0.22,0.08
760,0.037,0.72,0.243,0.9984,0.553906885938136,0.5114084121896623,0.9998518526554108,0.33,0.13,0.23,0.24,0.07
33,0.022,0.704,0.275,0.9974,0.630603448275862,0.5358784893267651,0.9999112784862518,0.25,0.22,0.09,0.09,0.34
466,0.744,0.223,0.033,-0.9999,0.49653762268266083,0.31845692475463305,0.9442351460456848,0.01,0.02,0.05,0.91,0.01
160,0.088,0.686,0.226,0.9977,0.6407993197278912,0.5240476190476191,0.9997666478157043,0.22,0.04,0.18,0.19,0.36
203,0.006,0.714,0.279,0.9969,0.5575,0.38944444444444437,0.999052107334137,0.08,0.08,0.13,0.26,0.45
673,0.195,0.661,0.143,-0.9902,0.4351384049554781,0.5912504839334108,0.9769070446491241,0.06,0.03,0.16,0.47,0.28
135,0.0,0.733,0.267,0.9969,0.7323529411764707,0.5294117647058821,0.9980780184268951,0.38,0.0,0.3,0.3,0.03
308,0.0,1.0,0.0,0.0,0.5,0.0,0.9983197450637817,0,0,0,0,0
93,0.021,0.574,0.406,0.9993,0.6569293478260869,0.5949275362318842,0.997415155172348,0.74,0.1,0.13,0.0,0.03
349,0.166,0.758,0.076,-0.9956,0.4811938061938062,0.5935356310356313,0.002837449312210083,0.08,0.09,0.35,0.21,0.27
238,0.047,0.827,0.125,0.9809,0.5382367149758455,0.2768599033816425,0.7961775660514832,0.08,0.16,0.22,0.18,0.35
153,0.182,0.793,0.025,-0.9849,0.5220701058201058,0.5120105820105819,0.009816527366638184,0.09,0.06,0.18,0.42,0.24
350,0.072,0.846,0.081,-0.7244,0.5256535947712418,0.47320261437908495,0.015945732593536377,0.12,0.14,0.24,0.27,0.22
120,0.102,0.627,0.272,0.9994,0.5357198723344556,0.5417704826038158,0.9995166659355164,0.08,0.21,0.14,0.14,0.43
815,0.042,0.817,0.142,0.9929,0.5647018970189702,0.450271002710027,0.1796017587184906,0.07,0.07,0.23,0.22,0.41
124,0.086,0.654,0.259,0.9989,0.6133244206773618,0.6235294117647059,0.9888108372688293,0.23,0.2,0.22,0.27,0.08
634,0.11,0.695,0.195,0.9867,0.48333333333333334,0.5891666666666666,0.19247499108314514,0.05,0.07,0.62,0.24,0.02
778,0.145,0.748,0.108,-0.9061,0.5340336134453781,0.3392857142857142,0.9982170462608337,0.06,0.1,0.15,0.4,0.29
227,0.016,0.871,0.113,0.9919,0.5400094696969697,0.4895833333333333,0.00866025686264038,0.02,0.1,0.43,0.16,0.29
367,0.154,0.806,0.041,-0.9969,0.5644949494949495,0.44629966329966286,0.9954139590263367,0.06,0.06,0.17,0.4,0.31
808,0.046,0.813,0.142,0.9263,0.5297619047619048,0.6785714285714285,0.0026718974113464355,0.09,0.06,0.15,0.15,0.55
670,0.071,0.761,0.167,0.9908,0.5537463924963925,0.4791955266955267,0.9940332174301147,0.21,0.13,0.38,0.21,0.08
252,0.077,0.784,0.139,0.9335,0.520603354978355,0.4336309523809524,0.9968773126602173,0.07,0.02,0.23,0.44,0.23
478,0.005,0.765,0.23,0.9964,0.560283189033189,0.5654064454064454,0.9962863326072693,0.28,0.06,0.38,0.11,0.17
677,0.177,0.795,0.028,-0.9991,0.3465277777777778,0.5553240740740741,0.021637558937072754,0.02,0.03,0.15,0.52,0.29
645,0.075,0.86,0.065,-0.8766,0.4682912457912458,0.45218855218855225,0.028763622045516968,0.07,0.16,0.24,0.29,0.24
55,0.166,0.705,0.13,-0.9956,0.4760698934635105,0.5073206226397715,0.01247096061706543,0.11,0.06,0.26,0.33,0.24
319,0.109,0.82,0.071,-0.7016,0.5833333333333334,0.4575757575757576,0.99565190076828,0.08,0.04,0.04,0.75,0.08
88,0.064,0.889,0.046,-0.786,0.439074569221628,0.4743464052287583,0.9992634057998657,0.04,0.0,0.24,0.35,0.37
933,0.009,0.885,0.106,0.9879,0.4992063492063492,0.45396825396825397,0.9997561573982239,0.08,0.05,0.25,0.33,0.3
681,0.256,0.692,0.052,-0.9986,0.5890625,0.6010416666666666,0.942945122718811,0.04,0.09,0.18,0.36,0.32
80,0.187,0.706,0.106,-0.9619,0.6020982142857143,0.5685714285714286,0.9983274340629578,0.16,0.06,0.22,0.43,0.14
562,0.011,0.73,0.259,0.9981,0.6701927814732692,0.4890675043114069,0.9998148679733276,0.38,0.02,0.33,0.06,0.22
139,0.051,0.699,0.25,0.999,0.4154411764705882,0.5490196078431372,0.9310585856437683,0.04,0.12,0.35,0.28,0.21
338,0.023,0.909,0.068,0.9402,0.4712568681318681,0.4708791208791209,0.0009083449840545654,0.0,0.11,0.37,0.26,0.26
68,0.0,1.0,0.0,0.0,0.5,0.0,0.9987242519855499,0,0,0,0,0
730,0.116,0.782,0.102,-0.7966,0.4263708513708514,0.4870851370851371,0.12746182084083557,0.09,0.0,0.17,0.44,0.3
911,0.141,0.793,0.066,-0.991,0.49327138910472246,0.41479107312440644,0.00480225682258606,0.02,0.04,0.35,0.24,0.35
883,0.0,1.0,0.0,0.0,0.5,0.0,0.9963225722312927,0,0,0,0,0
881,0.061,0.89,0.05,-0.5689,0.5010213744588745,0.49578373015873023,0.9987930059432983,0.11,0.11,0.18,0.38,0.23
151,0.01,0.765,0.225,0.9921,0.6588666666666667,0.5326,0.9997335374355316,0.26,0.13,0.13,0.13,0.35
119,0.0,1.0,0.0,0.0,0.5,0.0,0.9991090595722198,0,0,0,0,0
95,0.258,0.593,0.149,-0.9895,0.469375,0.5983333333333334,0.7661870419979095,0.26,0.15,0.11,0.33,0.15
996,0.279,0.598,0.123,-0.9837,0.35,0.4500000000000001,0.8621410727500916,0.0,0.2,0.2,0.2,0.4
682,0.177,0.668,0.155,-0.5897,0.6336888227513228,0.6178406084656085,0.9796000719070435,0.05,0.09,0.25,0.25,0.35
876,0.016,0.845,0.139,0.9943,0.5609591354272205,0.47818304626815256,0.035972267389297485,0.01,0.18,0.36,0.36,0.08
133,0.074,0.63,0.296,0.9967,0.5620833333333333,0.6106972789115647,0.9987971484661102,0.12,0.0,0.04,0.62,0.21
